"Name","model","dataset_name","Tags","metric_glu_rs/NRMSE_Sum","metric_glu_rs/ND_Sum","metric_glu_rs/CRPS_Sum","pred_len","epoch","Notes","Runtime","input_dim","enc_in","D3PM_kernel_size","T","UNet_Type","ablation_study_F_type","ablation_study_case","ablation_study_masking_tau","ablation_study_masking_type","beta_max","cond_ddpm_channels_conv","cond_ddpm_num_layers","ddpm_channels_conv","ddpm_channels_fusion_I","ddpm_dim_diff_steps","ddpm_inp_embed","ddpm_layers_I","ddpm_layers_II","ddpm_layers_inp","device","diff_steps","dim_LSTM","interval","model_channels","nfe","num_vars","ot_ode","parameterization","pretrain_epochs","t0","type_sampler","use_freq_enhance","use_window_normalization","vis_ar_part","weight_pred_loss","metric/rse","metric/nrmse","metric_glu_rs/CRPS","metric_glu_rs/ND","metric_glu_rs/NRMSE","metric/nmae_sum","metric/nrmse_sum","metric_glu/CRPS","metric_glu/CRPS_Sum","metric_glu/NRMSE","metric_rs/corr","metric_rs/mae","metric_rs/mape","metric_rs/mse","metric_rs/mspe","metric_rs/nmae","metric_rs/nmae_sum","metric_rs/nrmse","metric_rs/nrmse_sum","metric_rs/rmse","metric_rs/rse","metric_glu/ND_Sum","metric_glu/ND","metric/nmae","metric_glu/NRMSE_Sum (Min)","lr_optim"
"patchtst_2023-11-16_19-15-08","TimeDiff","taxi","","0.5516051007477423","0.4443231092917631","0.44432310833693406","24","39","no window norm 5","28069","1214","1214","5","1","CNN","CNN","none","0.9","none","0.3","64","5","256","256","100","256","5","5","5","cuda:0","100","64","100","256","100","1214","true","x_start","20","0.0001","dpm","0","false","0","0","1.0121759176254272","1.2280659675598145","0.6674863432996819","0.6674863434095459","0.9403677627969728","0.0007575742201879621","0.0009459996363148092","1.0003420428748848","0.9999979293149092","1.2280662538207665","[-0.0005335959140211344,-0.00018413680663798004,-0.00013591311289928854,0.0001577093207743019,-0.00007326625927817076,0.00007512477168347687,0.00008382061059819534,0.0000476987988804467,0.00013865091023035347,0.0005535331438295543,0.0002537957625463605,0.00033186201471835375,0.000027389181923354045,-0.00024397866218350828,-0.0005883598350919783,-0.0003350382612552494,-0.00018051781808026135,-0.0006415668176487088,-0.0008156097610481083,-0.0007860346231609583,-0.00008378794154850766,-0.0008148530614562333,-0.0001399263128405437,-0.0005733826546929777]","5.112173080444336","Infinity","51.87062072753906","Infinity","0.6674865484237671","0.00033660841290839016","0.9403676390647888","0.0004178826056886464","7.2021260261535645","0.8423827290534973","0.9999979190249249","1.00034204285011","1.0003416538238523","1.2473892609795525",""
"patchtst_2023-11-16_19-15-08","TimeDiff","sol","","1.5530621635377249","1.349256374082074","1.3492563716712287","24","39","no window norm 3","19868","137","137","5","1","CNN","CNN","none","0.9","none","0.3","64","3","256","256","100","256","3","3","3","cuda:0","100","64","100","256","100","137","true","x_start","20","0.0001","dpm","0","false","0","0","1.0201443433761597","1.1600521802902222","1.4068785551566054","1.4068785566378226","1.749471542388825","0.005951422732323408","0.006870907265692949","0.9999413329050898","0.999839054091114","1.1600521743953056","[-8.068455348286817e-10,-3.5736244519135596e-10,3.052140318260399e-9,-9.36798971729047e-10,5.241326817007064e-10,-0.001619075541384518,0.0002844833070412278,-0.0019635118078440428,-0.0003846983890980482,0.001990520628169179,0.0003146028029732406,0.000020204530301271006,0.0011253845877945423,0.0005839500809088349,0.0007601811666972935,0.00015905794862192124,0.00006596062303287908,4.965454158956105e-10,4.242682871691272e-10,1.0029348462836651e-9,-1.2792955583762478e-9,3.5968034106659275e-10,-5.642411537998271e-10,4.670114295279858e-10]","43.33068084716797","46555140","2903.297607421875","11750435668885504","1.4068785905838013","0.008031288161873817","1.7494715452194214","0.009244417771697044","53.88225555419922","0.9903907179832458","0.999839071104518","0.9999413326143736","0.9999412894248962","1.153931742367133",""
"patchtst_2023-11-16_19-15-06","TimeDiff","cup","","0.4897327099567418","0.38553383013744646","0.38553382835464295","48","39","no window norm 3","43600","270","270","5","1","CNN","CNN","none","0.9","none","0.3","64","3","256","256","100","256","3","3","3","cuda:0","100","64","100","256","100","270","true","x_start","20","0.0001","dpm","0","false","0","0","1.002719163894653","1.318897724151611","0.5980728196339801","0.5980728224770476","1.0415634012406896","0.020840419456362724","0.028140071779489517","1.0006152128929553","1.000340123813776","1.3188978134113778","{""_type"":""histogram"",""bins"":[-0.5,-0.46875,-0.4375,-0.40625,-0.375,-0.34375,-0.3125,-0.28125,-0.25,-0.21875,-0.1875,-0.15625,-0.125,-0.09375,-0.0625,-0.03125,0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.28125,0.3125,0.34375,0.375,0.40625,0.4375,0.46875,0.5],""values"":[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]}","25.279769897460938","33217634","1938.2484130859375","351022213903679500","0.59807288646698","0.008031954988837242","1.0415633916854858","0.01020276453346014","44.025543212890625","0.7722007632255554","1.0003400827399445","1.0006152094902296","1.0006152391433716","1.3467418625374057",""
"patchtst_2023-11-16_19-15-06","TimeDiff","taxi","","0.5513790687105451","0.4442010738603629","0.4442010746560538","24","39","nowindow_norm_4","28226","1214","1214","5","1","CNN","CNN","none","0.9","none","0.3","64","4","256","256","100","256","4","4","4","cuda:0","100","64","100","256","100","1214","true","x_start","20","0.0001","dpm","0","false","0","0","1.0119439363479614","1.227784514427185","0.6674152781294156","0.6674152781509203","0.9405045639245035","0.0007573385373689234","0.0009455953259021044","1.0001150587463723","0.9996867757910632","1.227784726716414","[0.0005318460753187537,0.001124028000049293,0.00022080892813391984,0.0002543423033785075,0.00024818582460284233,0.0006125658401288092,0.0007242931169457734,0.0008249285165220499,0.0008131530485115945,0.0007569605950266123,0.0006508861551992595,0.00047748355427756906,0.0002762459625955671,0.0002573317615315318,-0.0004786803328897804,-0.00007603590347571298,0.0007101835799403489,0.00020212409435771408,0.0001620482944417745,-0.00019892686395905912,0.0004014178412035107,-0.00007153789192670956,0.0005253663985058665,0.001193339703604579]","5.111626625061035","Infinity","51.8857307434082","Infinity","0.667415201663971","0.0003365159500390291","0.9405046105384828","0.00041771141695789993","7.203175067901611","0.8425053954124451","0.9996867774149244","1.0001150584795049","1.0001142024993896","1.2433327004265486",""
"patchtst_2023-11-16_17-36-05","TimeDiff","cup","","0.47534007446229143","0.3560834276745419","0.3560834472853807","48","39","glounts metrics 5500_4","43997","270","270","5","1","CNN","CNN","none","0.9","none","0.3","64","4","256","256","100","256","4","4","4","cuda:0","100","64","100","256","100","270","true","x_start","20","0.0001","dpm","0","true","0","0","1.0840615034103394","1.4258888959884644","0.6462811953524618","0.6462811954477221","1.155416165163072","0.020176731050014496","0.02765562944114208","1.0449030710436482","0.9684830733025536","1.4258889297274042","{""_type"":""histogram"",""bins"":[-0.5,-0.46875,-0.4375,-0.40625,-0.375,-0.34375,-0.3125,-0.28125,-0.25,-0.21875,-0.1875,-0.15625,-0.125,-0.09375,-0.0625,-0.03125,0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.28125,0.3125,0.34375,0.375,0.40625,0.4375,0.46875,0.5],""values"":[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]}","27.317472457885746","28380374","2385.145751953125","206641614028800000","0.6462811827659607","0.007418404798954725","1.1554162502288818","0.009902918711304665","48.83795547485352","0.8566097021102905","0.9684830743479692","1.0449030714395002","1.044903039932251","1.3221262035825427",""
"patchtst_2023-11-16_17-36-06","TimeDiff","sol","","1.5900548669937304","1.319354585582032","1.3193545631956114","24","39","glounts metrics 5500","19832","137","137","5","1","CNN","CNN","none","0.9","none","0.3","64","3","256","256","100","256","3","3","3","cuda:0","100","64","100","256","100","137","true","x_start","20","0.0001","dpm","0","true","0","0","1.043355941772461","1.186447024345398","1.3466534294281611","1.3466534283041312","1.7885474552554366","0.005815085023641586","0.007035153917968273","0.9558619315453066","0.9769342330892472","1.186447141736751","[7.222201170442587e-10,-1.6360833521300575e-10,-6.097678473260261e-10,6.934228191646241e-11,-2.795787490406098e-10,0.005349974147975445,0.005119548179209232,0.005814210511744022,0.006545397453010082,0.004744958132505417,0.004815960302948952,0.0058965496718883514,0.004765254911035299,0.002690511289983988,0.001058450434356928,-0.0009998454479500651,0.0000255287486652378,5.069084041409154e-10,2.26121191215789e-10,-4.320564392368276e-11,-2.5842959716637637e-11,2.9845592663946263e-10,6.479672909343036e-10,8.381594723827489e-11]","41.47579574584961","39627988","3034.441162109375","8774323443597312","1.3466533422470093","0.007853301241993904","1.788547396659851","0.009464612230658531","55.08576202392578","1.0125118494033811","0.9769342365590864","0.9558619323594332","0.9558619260787964","1.0727573139489557",""
"patchtst_2023-11-16_17-36-03","TimeDiff","sol","","1.6012870090193858","1.32279943277081","1.3227994427585976","24","39","glounts metrics 5500_4","20093","137","137","5","1","CNN","CNN","none","0.9","none","0.3","64","4","256","256","100","256","4","4","4","cuda:0","100","64","100","256","100","137","true","x_start","20","0.0001","dpm","0","true","0","0","1.049799561500549","1.1937744617462158","1.3515602959856443","1.3515602962318416","1.7970402134902468","0.0058351787738502026","0.00708784069865942","0.9601870132061682","0.9803100129514628","1.19377454754811","[-7.221197945161961e-11,3.8852507322495455e-10,-1.1745483752267916e-10,-1.275922006938046e-10,-1.9671148043798323e-10,0.003886644961312413,0.0028061517514288425,0.0035320338793098927,0.004083038307726383,0.002952906768769026,0.0027908002957701683,0.0033649897668510675,0.001644585281610489,0.0008847219869494438,0.00024153095728252083,-0.0006782379350624979,0.000002327117272216128,3.7920200313124037e-10,1.833140722551363e-10,-8.192212880286931e-11,3.2728590670938473e-11,4.860682967233743e-10,-3.438058726601412e-10,2.0469125006084002e-10]","41.626922607421875","39512968","3063.3271484375","8696127121522688","1.3515602350234983","0.007873806171119213","1.7970402240753174","0.009531470946967602","55.34733200073242","1.0173197984695437","0.9803100326511942","0.9601870145407204","0.9601869583129884","1.0951277798331556",""
"patchtst_2023-11-16_17-36-04","TimeDiff","cup","","0.4866683939673722","0.3638260435590532","0.3638260364278391","48","39","glounts metrics 5500","43540","270","270","5","1","CNN","CNN","none","0.9","none","0.3","64","3","256","256","100","256","3","3","3","cuda:0","100","64","100","256","100","270","true","x_start","20","0.0001","dpm","0","true","0","0","1.0547126531600952","1.3872857093811035","0.6520154321695115","0.6520154355609654","1.174007934348124","0.02057349868118763","0.027816196903586388","1.0083317376689334","0.987527946799898","1.3872858140072806","{""bins"":[-0.5,-0.46875,-0.4375,-0.40625,-0.375,-0.34375,-0.3125,-0.28125,-0.25,-0.21875,-0.1875,-0.15625,-0.125,-0.09375,-0.0625,-0.03125,0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.28125,0.3125,0.34375,0.375,0.40625,0.4375,0.46875,0.5],""values"":[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],""_type"":""histogram""}","27.559852600097656","32730042","2462.521728515625","370561772479840260","0.6520154476165771","0.007579709403216839","1.1740078926086426","0.010138925164937971","49.623802185058594","0.8703933358192444","0.9875279331544724","1.0083317343859302","1.008331537246704","1.3351774049881988",""
"patchtst_2023-11-16_17-36-03","TimeDiff","taxi","","0.5430936648441587","0.4474077062722096","0.44740770444212047","24","39","glounts metrics 5500_4","27217","1214","1214","5","1","CNN","CNN","none","0.9","none","0.3","64","4","256","256","100","256","4","4","4","cuda:0","100","64","100","256","100","1214","true","x_start","20","0.0001","dpm","0","true","0","0","1.034775972366333","1.2554863691329956","0.6697207308783828","0.6697207308775086","0.9535079768555764","0.0007655200897715986","0.00093395501608029","1.0065976859140031","1.010486417614077","1.2554868596930535","[0.017095603048801422,-0.007608412764966488,-0.009496488608419895,-0.0035453690215945244,-0.003508920082822442,-0.0064837634563446045,-0.007971773855388165,-0.008788405917584896,-0.006868490483611822,-0.005150479730218649,-0.002564891241490841,-0.001639563124626875,-0.0006570319528691471,-0.001288798521272838,0.0007638678653165698,0.002621463965624571,0.006000769790261984,0.008201546035706997,0.00939840916544199,0.010104511864483356,0.012265674769878387,0.015301086939871311,0.014603206887841225,0.002450705971568823]","5.129284858703613","Infinity","53.33039855957031","Infinity","0.6697207689285278","0.0003389452176634222","0.9535080790519714","0.0004114346229471266","7.3027663230896","0.8541538715362549","1.0104864263667863","1.006597685626283","1.0065975189208984","1.182442993138325",""
"patchtst_2023-11-16_17-34-53","TimeDiff","taxi","","0.5541764480945185","0.45175697213901433","0.4517569722583679","24","39","glounts metrics 5500","27726","1214","1214","5","1","CNN","CNN","none","0.9","none","0.3","64","3","256","256","100","256","3","3","3","cuda:0","100","64","100","256","100","1214","true","x_start","20","0.0001","dpm","0","true","0","0","1.045270323753357","1.268219232559204","0.6762285601164035","0.6762285602778826","0.9637748981437316","0.0007745162001810968","0.0009540582541376352","1.0164374854552145","1.0223612424667736","1.2682195752197014","[0.012451346963644028,-0.010487647727131844,-0.006039731204509735,0.003926252014935017,0.003731444478034973,-0.0007956235785968602,-0.004175771027803421,-0.007196242455393076,-0.005666383542120457,-0.0032751986291259527,-0.001984666334465146,-0.003536936594173312,-0.004195400979369879,-0.005479384679347277,-0.0021420579869300127,0.0013777565909549594,0.004412629641592503,0.006966585759073496,0.009894498623907566,0.011420801281929016,0.012808702886104584,0.015027225017547607,0.015582621097564696,0.004088958725333214]","5.179124355316162","Infinity","54.48504257202149","Infinity","0.6762282252311707","0.0003422401496209204","0.9637748599052428","0.0004198306705802679","7.3813982009887695","0.8633509874343872","1.0223612393895078","1.016437485814682","1.01643705368042","1.1867016003104232",""
"patchtst_2023-11-16_14-40-59","TimeDiff","sol","","1.5896733396541367","1.2603134528693798","1.2603134404707468","24","39","glounts metrics 5501","16351","137","137","5","1","CNN","CNN","none","0.9","none","0.3","64","2","256","256","100","256","2","2","2","cuda:0","100","64","100","256","100","137","true","x_start","20","0.0001","dpm","0","true","0","0","1.0430891513824463","1.1861437559127808","1.2841777382392194","1.284177740578089","1.7871066437294527","0.005554571747779846","0.007034468464553356","0.91176190984285","0.9331680224938051","1.1861437871191352","[8.509938309586572e-10,3.269303716635363e-10,4.403439279876409e-10,2.6484586745922906e-10,-2.7179519745956776e-10,0.0018205629894509912,0.0014476419892162085,0.0031811678782105446,0.002185606863349676,0.0027558710426092148,0.00302190356887877,0.00458864402025938,0.004041856154799461,0.002596873324364424,0.002467627404257655,0.0015373838832601905,0.000018358570741838776,4.128576092110592e-10,5.90427595703602e-10,6.3409810735493e-10,-5.886255372011816e-10,-3.0708152687353163e-10,5.683826742597374e-10,-2.1108243625223008e-11]","39.55159378051758","32919466","3029.553955078125","5971308064014336","1.284177541732788","0.007501866202801466","1.7871066331863403","0.00946234166622162","55.041385650634766","1.011696219444275","0.9331680098456822","0.9117619105493684","0.9117618799209596","1.1131139230279288",""
"patchtst_2023-11-16_16-03-21","TimeDiff","cup","","0.4870315767656863","0.3668970296040088","0.3668970349524194","48","19","glounts metrics 5502","16356","270","270","5","1","CNN","CNN","none","0.9","none","0.3","64","2","256","256","100","256","2","2","2","cuda:0","100","64","100","256","100","270","true","x_start","20","0.0001","dpm","0","true","0","0","1.0729457139968872","1.4112679958343506","0.6604151832234575","0.6604151846400678","1.1851717133193451","0.021444236859679226","0.02792936936020851","1.0311885500201738","1.02932336605308","1.4112681341069049","{""values"":[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],""_type"":""histogram"",""bins"":[-0.5,-0.46875,-0.4375,-0.40625,-0.375,-0.34375,-0.3125,-0.28125,-0.25,-0.21875,-0.1875,-0.15625,-0.125,-0.09375,-0.0625,-0.03125,0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.28125,0.3125,0.34375,0.375,0.40625,0.4375,0.46875,0.5]}","27.914899826049805","30444260","2509.577392578125","305935330857451500","0.6604152321815491","0.007643688004463911","1.1851718425750732","0.01014649122953415","50.09568405151367","0.8786699771881104","1.029323403247869","1.0311885536525538","1.0311883687973022","1.340609687903758",""
"patchtst_2023-11-16_14-40-43","TimeDiff","cup","","0.4931190273689689","0.3672862797950683","0.36728626731544367","48","28","glounts metrics 5501","16350","270","270","5","1","CNN","CNN","none","0.9","none","0.3","64","2","256","256","100","256","2","2","2","cuda:0","100","64","100","256","100","270","true","x_start","20","0.0001","dpm","0","true","0","0","1.0695854425430298","1.4068481922149658","0.6466885729081117","0.646688574345504","1.1621494605735696","0.020752225071191788","0.02831970900297165","1.0348379360854338","0.9961068517543747","1.406848319752558","{""_type"":""histogram"",""bins"":[-0.5,-0.46875,-0.4375,-0.40625,-0.375,-0.34375,-0.3125,-0.28125,-0.25,-0.21875,-0.1875,-0.15625,-0.125,-0.09375,-0.0625,-0.03125,0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.28125,0.3125,0.34375,0.375,0.40625,0.4375,0.46875,0.5],""values"":[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]}","27.334693908691406","35861764","2413.02587890625","476650110390894600","0.6466885805130005","0.007651797030121088","1.162149429321289","0.010273313149809836","49.12255859375","0.8616016507148743","0.9961068526897467","1.0348379363065972","1.03483784198761","1.3550404229733397",""
"patchtst_2023-11-16_14-40-34","TimeDiff","taxi","","0.5414101066538337","0.43954859247143296","0.4395485883736248","24","39","glounts metrics 5502","16381","1214","1214","5","1","CNN","CNN","none","0.9","none","0.3","64","2","256","256","100","256","2","2","2","cuda:0","100","64","100","256","100","1214","true","x_start","20","0.0001","dpm","0","true","0","0","1.035708785057068","1.2566182613372805","0.6706075118282998","0.6706075116935266","0.9542222891915756","0.0007531693554483354","0.0009320192621089518","1.0085989303474645","0.9941834552861382","1.2566184390653858","[0.018697740510106087,-0.0017103656427934766,-0.00021322560496628284,0.003452303819358349,-0.0024998756125569344,-0.00798393227159977,-0.008349106647074223,-0.006546092685312033,-0.0038542465772479777,-0.00426218518987298,-0.003607422113418579,-0.0024676364846527576,0.0020370236597955227,0.004619336687028408,0.007081724237650633,0.006260645110160112,0.005492649972438812,0.0052839540876448154,0.007211276330053806,0.00911052618175745,0.009871353395283222,0.011212468147277832,0.013101299293339252,0.004695317707955837]","5.1360764503479","Infinity","53.41032791137695","Infinity","0.6706075668334961","0.00033299135975539684","0.9542223811149596","0.00041015917668119073","7.308237075805664","0.8547937870025635","0.9941834534687412","1.0085989302487732","1.008598566055298","1.189228608854222",""
"patchtst_2023-11-16_14-40-31","TimeDiff","taxi","","0.5650269103583273","0.4561516808678693","0.45615167836144294","24","39","glounts metrics 5501","16381","1214","1214","5","1","CNN","CNN","none","0.9","none","0.3","64","2","256","256","100","256","2","2","2","cuda:0","100","64","100","256","100","1214","true","x_start","20","0.0001","dpm","0","true","0","0","1.059132695198059","1.2850381135940552","0.6876698574466119","0.6876698575049192","0.978326209167488","0.0007805658387951553","0.0009717463981360196","1.03191612876276","1.0303468678985694","1.2850384933226888","[0.00885081011801958,-0.012374762445688248,-0.01019098050892353,-0.001780793652869761,-0.002152707427740097,-0.002035060897469521,0.0008999254205264151,0.0024533281102776527,0.0012148517416790128,0.00007871775596868247,-0.0005729338736273348,-0.002344902604818344,-0.0021419120021164417,-0.0020902007818222046,0.0014300565235316751,0.0032900050282478333,0.006197262089699507,0.007225360721349716,0.0066167935729026794,0.0045236037112772465,0.001715401536785066,0.0031545537058264017,0.007120945490896702,0.0022644484415650368]","5.26675271987915","Infinity","56.14269256591797","Infinity","0.6876696944236755","0.00034556948230601847","0.9783259630203248","0.0004280506691429764","7.492842674255371","0.8763858079910278","1.0303468694064295","1.0319161287266745","1.031915307044983","1.1807900735015315",""
"patchtst_2023-11-16_14-39-26","TimeDiff","cup","","0.4915016669378388","0.3725397026066926","0.3725397026066926","48","27","glounts metrics 5504","16500","270","270","5","1","CNN","CNN","none","0.9","none","0.3","64","2","256","256","100","256","2","2","2","cuda:0","100","64","100","256","100","270","true","x_start","20","0.0001","dpm","0","true","0","0","1.0891505479812622","1.4325826168060305","0.6752925850904612","0.6752925824230621","1.2051561994989255","0.021605076268315315","0.028196630999445915","1.0563734002977767","1.0370435838008296","1.4325827252182757","{""_type"":""histogram"",""bins"":[-0.5,-0.46875,-0.4375,-0.40625,-0.375,-0.34375,-0.3125,-0.28125,-0.25,-0.21875,-0.1875,-0.15625,-0.125,-0.09375,-0.0625,-0.03125,0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.28125,0.3125,0.34375,0.375,0.40625,0.4375,0.46875,0.5],""values"":[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]}","28.543746948242188","32684628","2594.924072265625","347082079625805800","0.6752925515174866","0.0077612437307834625","1.2051560878753662","0.01023961789906025","50.94039535522461","0.8934861421585083","1.0370436645729455","1.0563734030511784","1.0563732385635376","1.3533047604539727",""
"patchtst_2023-11-16_19-15-56","TimeDiff","taxi","","0.5230841311518617","0.4266630009165748","0.42666300449718386","24","39","glounts metrics 5504","44518","1214","1214","5","1","CNN","CNN","none","0.9","none","0.3","64","2","256","256","100","256","2","2","2","cuda:0","100","64","100","256","100","1214","true","x_start","20","0.0001","dpm","0","true","0","0","1.0194653272628784","1.2369099855422974","0.6611204018670948","0.6611204017039402","0.9395489072600716","0.0007287614862434566","0.0008988750050775707","0.9942898194925608","0.9619650593283384","1.2369101254453214","[0.021999197080731392,0.009927229024469852,0.01438694167882204,0.01689189113676548,0.012052067555487156,0.006590164732187986,0.0051359618082642555,0.00627842778339982,0.007593214977532625,0.007310035638511181,0.005538954399526119,0.00337156536988914,0.002000227337703109,0.0006790519109927118,0.003160208696499467,0.006249711383134127,0.006480139214545488,0.005154465325176716,0.003993016202002764,0.004739867057651281,0.003977896645665169,0.003968578297644854,0.0035627512261271477,-0.002205770229920745]","5.06341552734375","Infinity","51.78032684326172","Infinity","0.6611203551292419","0.00032322952756658196","0.9395487904548644","0.0003962758637499064","7.195854663848877","0.8416492342948914","0.9619650596227904","0.9942898193588336","0.9942896366119384","1.179356471987699",""
"patchtst_2023-11-16_14-39-17","TimeDiff","sol","","1.5951206150587276","1.2401027058666254","1.2401027043167965","24","39","glounts metrics 5502","16441","137","137","5","1","CNN","CNN","none","0.9","none","0.3","64","2","256","256","100","256","2","2","2","cuda:0","100","64","100","256","100","137","true","x_start","20","0.0001","dpm","0","true","0","0","1.0470439195632937","1.1906408071517944","1.2602429715457557","1.2602429714993415","1.7918678499708247","0.005466776434332132","0.007062731310725212","0.8948360353934013","0.9184183925881788","1.1906409079225369","[-1.6974675831615826e-10,-8.792888639419515e-10,1.1119054461883326e-11,8.938542267467041e-11,-7.13025055665284e-11,0.0012284708209335804,0.002242893911898136,0.0052910661324858665,0.00543459365144372,0.003913595341145992,0.0011671227402985096,0.0019617935176938772,0.0007590170134790242,0.001969194272533059,0.0030003886204212904,0.0014319499023258686,-0.0000069442548920051195,-2.6661856750154197e-11,2.892580619473506e-10,9.356614094624403e-11,1.2892360790051072e-10,-1.2189814435625834e-10,2.0793329558177476e-10,3.5346953142223464e-10]","38.81442642211914","30996848","3045.718505859375","5473025822556160","1.260242938995361","0.007381563540548086","1.791867971420288","0.009494765661656857","55.18803024291992","1.0143916606903076","0.9184183840814768","0.8948360362708345","0.8948360085487366","1.0732090725188572",""
"patchtst_2023-11-16_14-39-16","TimeDiff","cup","","0.4948389907395806","0.3715231052478205","0.3715231016822135","48","28","glounts metrics 5503","16471","270","270","5","1","CNN","CNN","none","0.9","none","0.3","64","2","256","256","100","256","2","2","2","cuda:0","100","64","100","256","100","270","true","x_start","20","0.0001","dpm","0","true","0","0","1.0685112476348877","1.40543532371521","0.6533436857748042","0.6533436830637057","1.1719168670430395","0.02107078582048416","0.028521006926894188","1.0303264633170628","1.011397794625267","1.4054353801574309","{""values"":[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],""_type"":""histogram"",""bins"":[-0.5,-0.46875,-0.4375,-0.40625,-0.375,-0.34375,-0.3125,-0.28125,-0.25,-0.21875,-0.1875,-0.15625,-0.125,-0.09375,-0.0625,-0.03125,0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.28125,0.3125,0.34375,0.375,0.40625,0.4375,0.46875,0.5]}","27.615995407104492","35281908","2453.75732421875","429971340666077200","0.653343677520752","0.007740064524114132","1.1719168424606323","0.010309145785868168","49.53541564941406","0.8688430190086365","1.0113977299195396","1.0303264672647874","1.03032648563385","1.347031310614555",""
"patchtst_2023-11-16_14-39-12","TimeDiff","sol","","1.6056351677482676","1.2488910056569726","1.2488909698386998","24","39","glounts metrics 5503","16471","137","137","5","1","CNN","CNN","none","0.9","none","0.3","64","2","256","256","100","256","2","2","2","cuda:0","100","64","100","256","100","137","true","x_start","20","0.0001","dpm","0","true","0","0","1.0530089139938354","1.1974239349365234","1.2677782048047146","1.2677782062327907","1.8011094910916667","0.005505933426320553","0.007109622471034527","0.9004530362235952","0.9249967748853616","1.197423960045777","[-3.4673183768596516e-10,-4.205663872713927e-10,1.8202402085609748e-10,6.5730060283542e-10,-3.1277851836319925e-11,0.005570073612034321,0.005547909066081047,0.0068840584717690945,0.007426724303513765,0.005587828811258078,0.004375765100121498,0.005286619998514652,0.0042215073481202126,0.00194932846352458,0.0008612547535449266,0.00006542175833601505,0.00006304236740106717,-1.9692641961555066e-10,4.8478051434264196e-11,1.6899409649440142e-10,-1.3284139066538359e-10,2.997413706129492e-10,4.722252033850792e-10,3.2238584024568695e-10]","39.046504974365234","31057350","3077.21630859375","5497823889981440","1.2677781581878662","0.00743387546390295","1.8011095523834229","0.009557352401316166","55.47266387939453","1.0196233987808228","0.9249967833920636","0.9004530337582256","0.9004529118537903","1.132146088042905",""
"patchtst_2023-11-16_14-39-08","TimeDiff","sol","","1.6149277577735306","1.274557024398636","1.2745570660718188","24","39","glounts metrics 5504","16530","137","137","5","1","CNN","CNN","none","0.9","none","0.3","64","2","256","256","100","256","2","2","2","cuda:0","100","64","100","256","100","137","true","x_start","20","0.0001","dpm","0","true","0","0","1.0593650341033936","1.2046517133712769","1.2965136369328178","1.296513634427799","1.810639725378469","0.005620510317385197","0.007152702193707228","0.9207729612094916","0.9442456879732848","1.2046518276774056","[3.3523228637477587e-10,5.09360553735405e-10,2.0721203919382702e-10,5.653433277075236e-10,1.8667775658620656e-10,0.001929695252329111,0.002883569803088903,0.001594769419170916,0.002927125431597233,0.003154141828417778,0.002046697773039341,0.001032863394357264,0.0013159529771655798,0.00113830273039639,0.0007071287254802883,-0.001411962672136724,0.00006297404615906999,2.9844726689987056e-10,-3.495181088997157e-10,-1.8128809564643686e-10,-3.0782744409041385e-11,-2.8783228578355136e-10,3.978793960968119e-10,-1.6431764282565098e-10]","39.9315299987793","33170012","3109.86767578125","6186565382438912","1.296513557434082","0.007586649153381586","1.81063973903656","0.009612665511667728","55.76618576049805","1.025018572807312","0.9442456845034456","0.9207729621927768","0.9207728505134584","1.06099737887185",""
"patchtst_2023-11-16_14-39-07","TimeDiff","taxi","","","","","24","","glounts metrics 5503","9","1214","1214","5","1","CNN","CNN","none","0.9","none","0.3","64","2","256","256","100","256","2","2","2","cuda:0","100","64","100","256","100","1214","true","x_start","20","0.0001","dpm","0","true","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
